Molecule name,Salt_Solvent_ID
Molecule_883,0
Molecule_884,0
Molecule_885,0
Molecule_886,0
Molecule_887,0
Molecule_888,0
Molecule_889,0
Molecule_890,0
Molecule_892,0
Molecule_893,0
Molecule_894,0
Molecule_895,0
Molecule_896,0
Molecule_897,0
Molecule_898,0
Molecule_899,0
Molecule_900,0
Molecule_901,0
Molecule_902,0
Molecule_903,0
Molecule_904,0
Molecule_905,0
Molecule_907,0
Molecule_908,0
Molecule_909,0
Molecule_910,0
Molecule_911,0
Molecule_912,0
Molecule_913,30
Molecule_914,0
Molecule_915,0
Molecule_916,3118
Molecule_917,0
Molecule_918,0
Molecule_919,0
Molecule_920,0
Molecule_921,0
Molecule_923,0
Molecule_925,0
Molecule_927,0
Molecule_928,0
Molecule_929,0
Molecule_930,0
Molecule_931,0
Molecule_933,0
Molecule_934,0
Molecule_935,0
Molecule_936,170
Molecule_937,110
Molecule_938,0
Molecule_939,1767
Molecule_940,0
Molecule_941,200
Molecule_942,0
Molecule_943,0
Molecule_944,110
Molecule_945,0
Molecule_946,0
Molecule_947,0
Molecule_948,0
Molecule_949,0
Molecule_950,0
Molecule_951,0
Molecule_952,0
Molecule_953,0
Molecule_954,0
Molecule_955,0
Molecule_956,0
Molecule_957,0
Molecule_958,0
Molecule_959,0
Molecule_960,190
Molecule_961,0
Molecule_962,0
Molecule_963,0
Molecule_964,0
Molecule_965,0
Molecule_966,0
Molecule_967,0
Molecule_968,0
Molecule_969,0
Molecule_970,0
Molecule_971,0
Molecule_972,0
Molecule_973,0
Molecule_974,0
Molecule_975,0
Molecule_976,0
Molecule_977,0
Molecule_978,0
Molecule_979,0
Molecule_980,0
Molecule_981,0
Molecule_982,0
Molecule_983,0
Molecule_984,0
Molecule_985,0
Molecule_986,0
Molecule_987,0
Molecule_988,0
Molecule_989,0
Molecule_990,0
Molecule_991,0
Molecule_993,110
Molecule_994,0
Molecule_995,110
Molecule_996,0
Molecule_997,170
Molecule_998,0
Molecule_999,0
Molecule_1000,0
Molecule_1001,0
Molecule_1002,350
Molecule_1003,0
Molecule_1004,270
Molecule_1005,0
Molecule_1007,0
Molecule_1008,0
Molecule_1009,0
Molecule_1010,0
Molecule_1013,0
Molecule_1014,0
Molecule_1016,0
Molecule_1017,2190
Molecule_1018,0
Molecule_1019,0
Molecule_1021,0
Molecule_1022,110
Molecule_1023,0
Molecule_1024,0
Molecule_1026,0
Molecule_1027,0
Molecule_1028,0
Molecule_1029,0
Molecule_1030,0
Molecule_1031,2042
Molecule_1032,0
Molecule_1033,70
Molecule_1034,0
Molecule_1035,0
Molecule_1036,0
Molecule_1037,0
Molecule_1038,0
Molecule_1039,0
Molecule_1040,0
Molecule_1041,0
Molecule_1042,0
Molecule_1043,50
Molecule_1044,0
Molecule_1045,0
Molecule_1046,0
Molecule_1047,0
Molecule_1048,0
Molecule_1049,0
Molecule_1050,0
Molecule_1051,110
Molecule_1052,0
Molecule_1053,0
Molecule_1055,0
Molecule_1056,0
Molecule_1057,0
Molecule_1058,0
Molecule_1059,0
Molecule_1060,0
Molecule_1061,200
Molecule_1062,110
Molecule_1063,0
Molecule_1064,0
Molecule_1065,0
Molecule_1066,0
Molecule_1067,0
Molecule_1068,2242
Molecule_1069,0
Molecule_1071,0
Molecule_1072,0
Molecule_1073,0
Molecule_1074,0
Molecule_1075,0
Molecule_1076,70
Molecule_1077,0
Molecule_1078,0
Molecule_1079,0
Molecule_1080,0
Molecule_1081,0
Molecule_1082,0
Molecule_1083,0
Molecule_1084,0
Molecule_1085,0
Molecule_1086,110
Molecule_1087,0
Molecule_1088,0
Molecule_1089,110
Molecule_1090,0
Molecule_1091,0
Molecule_1092,0
Molecule_1093,0
Molecule_1094,175
Molecule_1095,0
Molecule_1096,0
Molecule_1097,0
Molecule_1098,0
Molecule_1099,1768
Molecule_1100,0
Molecule_1101,200
Molecule_1102,0
Molecule_1103,0
Molecule_1104,120
Molecule_1105,110
Molecule_1106,0
Molecule_1107,0
Molecule_1108,0
Molecule_1109,0
Molecule_1110,0
Molecule_1111,0
Molecule_1112,0
Molecule_1113,0
Molecule_1114,0
Molecule_1115,0
Molecule_1116,0
Molecule_1117,0
Molecule_1118,0
Molecule_1119,0
Molecule_1120,0
Molecule_1121,2042
Molecule_1122,2042
Molecule_1123,170
Molecule_1124,0
Molecule_1125,0
Molecule_1126,0
Molecule_1127,0
Molecule_1128,0
Molecule_1129,0
Molecule_1130,0
Molecule_1133,0
Molecule_1134,0
Molecule_1135,0
Molecule_1136,0
Molecule_1137,0
Molecule_1138,110
Molecule_1139,0
Molecule_1140,0
Molecule_1141,0
Molecule_1142,0
Molecule_1143,190
Molecule_1144,0
Molecule_1145,0
Molecule_1146,0
Molecule_1147,0
Molecule_1148,0
Molecule_1149,0
Molecule_1150,80
Molecule_1151,0
Molecule_1152,110
Molecule_1153,0
Molecule_1154,0
Molecule_1155,0
Molecule_1156,0
Molecule_1157,0
Molecule_1158,0
Molecule_1159,0
Molecule_1160,0
Molecule_1161,0
Molecule_1162,0
Molecule_1163,0
Molecule_1164,0
Molecule_1165,0
Molecule_1166,0
Molecule_1167,0
Molecule_1168,0
Molecule_1169,110
Molecule_1170,0
Molecule_1171,0
Molecule_1172,0
Molecule_1173,0
Molecule_1174,0
Molecule_1175,0
Molecule_1177,0
Molecule_1178,0
Molecule_1179,0
Molecule_1180,0
Molecule_1181,0
Molecule_1182,0
Molecule_1183,0
Molecule_1184,0
Molecule_1185,0
Molecule_1186,0
Molecule_1187,0
Molecule_1188,0
Molecule_1189,0
Molecule_1190,0
Molecule_1191,0
Molecule_1192,0
Molecule_1193,110
Molecule_1194,1982
Molecule_1195,0
Molecule_1196,0
Molecule_1197,0
Molecule_1198,0
Molecule_1199,110
Molecule_1200,2079
Molecule_1201,0
Molecule_1202,0
Molecule_1203,0
Molecule_1205,0
Molecule_1206,0
Molecule_1207,0
Molecule_1208,0
Molecule_1209,0
Molecule_1211,0
Molecule_1212,0
Molecule_1213,0
Molecule_1214,0
Molecule_1215,0
