Molecule name,RowID,Original_SMILES,Error
Molecule_1753,1753,CCCCCCC=O.NC1C=CC=CC=1, Mixture
Molecule_1829,1829,CC(O)CN.CC(O)CNC(O)=O, Mixture
Molecule_1844,1844,C[N+](C)=C1C=CC(C=C1)=C(C1C=CC(=CC=1)N(C)C)C1C=CC(=CC=1)N(C)C.[O-]S(=O)(=O)C1C=C(C=CC=1)N=NC1C=CC(=CC=1)NC1C=CC=CC=1, Mixture
Molecule_1939,1939,[Ti+4].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O.CCCCC(C[O-])CC.CCCCC(C[O-])CC, Mixture
Molecule_2135,2135,CCN(CC)[P+](CC1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1.[O-]C1C=CC(=CC=1)C(C1C=CC(O)=CC=1)(C(F)(F)F)C(F)(F)F, Mixture
Molecule_2210,2210,CC(O)C[N+](C)(C)C.CCCCC(CC)C([O-])=O, Mixture
Molecule_2360,2360,[Na+].[Na+].[Cr+3].CC(=O)[C-](N=NC1=CC(=CC=C1[O-])[N+]([O-])=O)C(=O)NC1=CC=CC=C1Cl.[O-]C1=CC=C2C=CC=CC2=C1N=NC1=C2C=CC(=CC2=C(C=C1[O-])S([O-])(=O)=O)[N+]([O-])=O, Mixture
Molecule_2391,2391,[*]C1C=CC=CC=1.C1=CC=CC=C1C1C=CC=CC=1, Mixture
Molecule_2478,2478,C[N+](C)(C)C.[O-]C(=O)C1=CC=CC=C1C(O)=O, Mixture
Molecule_2492,2492,C=CC1C=CC=CC=1.C=C%91.[*]%91, Mixture
Molecule_2503,2503,CCCC[N+](CCCC)(CCCC)CCCC.NC(=O)C1CCC2CN1C(=O)N2OS([O-])(=O)=O, Mixture
Molecule_2548,2548,[Zn+2].[O-]C(=O)C1CCC([O-])=N1.OC1CCC(N=1)C(O)=O, Mixture
Molecule_2583,2583,CN1C(C)(C)CC(O)CC1(C)C.CC(C)(CO)C1OCC2(CO1)COC(OC2)C(C)(C)CO.COC(=O)CC(C(CC(=O)OC)C(=O)OC)C(=O)OC, Mixture
Molecule_2677,2677,CC(C)(O)C([O-])=O.C[N+](C)(C)CC1C=CC=CC=1, Mixture
Molecule_2708,2708,C[Sn](SCC(=O)OCCCCCCC)(SCC(=O)OCCCCCCC)SCC(=O)OCCCCCCC.C%91.C%92.C%93.[*]%91.[*]%92.[*]%93, Mixture
Molecule_2721,2721,CCCCCCCC[Sn](CCCCCCCC)(SCC(=O)OCCCCCCC)SCC(=O)OCCCCCCC.C%91.C%92.[*]%91.[*]%92, Mixture
Molecule_2723,2723,CCCC[Sn](SCC(=O)OCCCCCCC)(SCC(=O)OCCCCCCC)SCC(=O)OCCCCCCC.C%91.C%92.C%93.[*]%91.[*]%92.[*]%93, Mixture
Molecule_2801,2801,[F-].[F-].[F-].[F-].[F-].[F-].[Fe+].[Sb+5].CC(C)C1C=CC=CC=1.c1cccc1, Mixture
Molecule_2917,2917,CCC(OC(CC)(C1CO1)C1CCCCC1)(C1CO1)C1CCCCC1.CCC1CCCCC1(CC1CO1)OC1(CC2CO2)CCCCC1CC, Mixture
Molecule_3028,3028,COCCOCCO.C%91.C%92.[*]%91.[*]%92, Mixture
